"Stratum","District.mid","GenderHH.mid","ID.mid","hh_wt","AgeHH.base","HHSize.base","Time","FoodConsumption","Electric","Income","Baby","Alcohol","Crime","Private","Migration","Jobs","Mobile","Crime_Increase","Crime_Decreased","PrivateSchool","GenderofHead","District"
"Build - Inner Buffer","BAJURA","female",1004,12.92,55,10,1,83,0,428500,100,0,"Stayed the Same",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1004,12.92,55,10,2,52.5,100,0,0,0,"Decreased",0,0,0,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1013,3.23,38,5,1,55.5,0,40000,100,0,"Stayed the Same",1,0,100,0,0,0,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1013,3.23,38,5,2,21,100,0,0,0,"Decreased",0,100,0,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1776,3.23,26,4,1,68.5,0,71008,100,0,"Decreased",1,0,100,100,0,100,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1776,3.23,26,4,2,45,100,48500,0,0,"Don't Know",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1788,15.44,42,3,1,64,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1788,15.44,42,3,2,20.5,0,0,0,0,"Stayed the Same",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1801,14.54,48,3,1,42,0,76500,100,0,"Stayed the Same",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1801,14.54,48,3,2,35,0,47500,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1802,15.44,24,3,1,42,0,3000,100,0,"Decreased",0,100,0,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1802,15.44,24,3,2,38,0,2000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1803,11.16,31,6,1,58,0,38000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1803,11.16,31,6,2,33,0,0,0,0,"Stayed the Same",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1818,12.92,30,7,1,49,0,63000,100,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1818,12.92,30,7,2,23.5,100,3500,100,0,"Don't Know",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1819,12.92,35,5,1,35,0,75000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1819,12.92,35,5,2,69.5,100,0,100,0,"Don't Know",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1820,10.02,29,7,1,68,0,13500,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1820,10.02,29,7,2,23.5,100,12000,0,0,"Don't Know",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1821,10.02,49,7,1,37.5,0,46000,0,0,"Stayed the Same",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1821,10.02,49,7,2,23.5,100,28600,0,0,"Decreased",1,0,100,100,0,100,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1837,3.23,41,8,1,81,0,4000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1837,3.23,41,8,2,32,100,100000,0,0,"Decreased",1,0,100,100,0,100,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1838,11.16,62,7,1,78,0,75500,0,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1838,11.16,62,7,2,17.5,100,6000,0,0,"Decreased",0,0,0,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1855,3.23,36,4,1,48.5,0,19500,100,0,"Stayed the Same",1,100,0,0,0,0,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1855,3.23,36,4,2,36,100,55000,0,0,"Decreased",0,0,100,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1880,14.54,39,7,1,70,0,8000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1880,14.54,39,7,2,21,100,23000,0,0,"Decreased",0,100,0,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1887,15.44,35,6,1,42,0,6000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1887,15.44,35,6,2,21,100,17000,0,0,"Decreased",0,100,0,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1905,10.02,39,4,1,66.5,0,6000,0,0,"Don't Know",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",1905,10.02,39,4,2,43,100,87000,100,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",2842,6.14,48,6,1,35.5,0,26100,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",2842,6.14,48,6,2,38.5,0,50000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",2845,10.02,68,3,1,54,0,11000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",2845,10.02,68,3,2,32.5,100,18000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3017,3.23,36,8,1,42.5,0,5950,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3017,3.23,36,8,2,42.5,0,60000,0,0,"Decreased",0,100,100,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3023,14.54,45,4,1,43,0,4500,0,0,"Stayed the Same",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3023,14.54,45,4,2,38.5,0,0,0,0,"Decreased",0,0,0,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3026,15.44,35,6,1,42,0,29500,0,0,"Stayed the Same",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3026,15.44,35,6,2,38.5,0,6000,0,0,"Decreased",0,0,0,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3027,11.16,21,4,1,70,0,6500,100,0,"Stayed the Same",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3027,11.16,21,4,2,38.5,0,16500,100,0,"Decreased",0,100,0,100,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3070,23.26,45,7,1,32.5,0,10800,100,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3070,23.26,45,7,2,26,100,14000,100,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3105,10.02,26,4,1,54,0,52000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3105,10.02,26,4,2,31.5,100,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3108,10.02,26,5,1,37,0,21500,100,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3108,10.02,26,5,2,26.5,100,10000,100,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3115,3.23,62,3,1,48,0,7500,0,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3115,3.23,62,3,2,59,100,49200,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3161,10.02,26,5,1,37,0,12000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3161,10.02,26,5,2,29.5,100,54000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3198,14.54,60,5,1,77,0,500,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",3198,14.54,60,5,2,39,0,6000,100,0,"Stayed the Same",0,0,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",807,23.26,20,6,1,40,0,15400,0,0,"Decreased",0,100,100,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",807,23.26,20,6,2,51,100,0,100,0,"Don't Know",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",866,23.26,50,8,1,33.5,0,182800,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",866,23.26,50,8,2,17,100,6000,0,0,"Decreased",0,100,0,0,0,100,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",872,12.92,23,3,1,41.5,0,0,100,0,"Stayed the Same",2,0,0,100,0,0,100,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",872,12.92,23,3,2,41,100,0,100,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",875,23.26,40,8,1,29.5,0,28000,100,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",875,23.26,40,8,2,27.5,100,2400,0,0,"Don't Know",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",883,12.92,35,4,1,44,0,40000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",883,12.92,35,4,2,54.5,100,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",981,23.26,33,4,1,78,0,28450,0,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","female",981,23.26,33,4,2,17.5,100,5000,0,0,"Don't Know",0,100,0,0,0,0,0,"female","BAJURA"
"Build - Inner Buffer","BAJURA","male",1005,12.92,36,5,1,59,0,48000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1005,12.92,36,5,2,57.5,100,12000,0,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1006,10.02,36,4,1,42,0,52000,0,0,"Decreased",0,0,100,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1006,10.02,36,4,2,23.5,100,90000,0,0,"Decreased",0,0,100,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1011,3.23,23,5,1,68.5,0,20000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1011,3.23,23,5,2,39.5,100,60000,0,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1012,3.23,60,8,1,66.5,0,15000,0,0,"Decreased",1,0,100,100,0,100,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1012,3.23,60,8,2,28,100,36000,100,0,"Decreased",0,100,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1015,10.02,26,5,1,26,0,153000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1015,10.02,26,5,2,39,100,300000,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1018,12.92,69,3,1,76,0,80000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1018,12.92,69,3,2,42.5,100,12000,0,0,"Don't Know",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1020,3.23,20,5,1,26.5,0,64500,100,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1020,3.23,20,5,2,70,100,6000,0,0,"Don't Know",1,0,0,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1026,12.92,45,10,1,76,100,27000,0,0,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1026,12.92,45,10,2,58,100,22000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1309,15.44,50,5,1,49,0,0,0,0,"Decreased",0,0,0,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1309,15.44,50,5,2,21,100,12000,100,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1764,14.54,73,6,1,62,0,53500,100,0,"Stayed the Same",0,100,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1764,14.54,73,6,2,21,100,12000,100,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1766,11.16,45,2,1,38.5,0,6000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1766,11.16,45,2,2,17.5,100,43000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1767,14.54,40,6,1,56,0,13000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1767,14.54,40,6,2,17.5,100,0,100,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1768,11.16,65,8,1,42,0,0,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1768,11.16,65,8,2,27,100,0,0,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1778,12.92,53,8,1,70,0,23000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1778,12.92,53,8,2,65,100,0,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1779,3.23,42,9,1,70,0,212000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1779,3.23,42,9,2,47,100,0,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1787,15.44,70,8,1,70,0,19500,100,0,"Decreased",0,0,0,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1787,15.44,70,8,2,47.5,0,12000,100,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1789,11.16,36,7,1,64,0,60000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1789,11.16,36,7,2,42,0,0,0,0,"Stayed the Same",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1799,3.23,60,4,1,30.5,0,0,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1799,3.23,60,4,2,41,0,60000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1800,14.54,50,5,1,44,0,20000,100,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1800,14.54,50,5,2,23.5,0,24000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1804,15.44,38,5,1,58,0,29000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1804,15.44,38,5,2,22,0,60000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1828,3.23,50,5,1,62.5,0,0,0,0,"Decreased",0,0,0,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1828,3.23,50,5,2,31.5,0,92200,100,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1839,11.16,55,8,1,77,0,57000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1839,11.16,55,8,2,27,100,65000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1841,11.16,45,5,1,42,0,130000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1841,11.16,45,5,2,21,100,65000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1844,10.02,52,7,1,68.5,0,30000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1844,10.02,52,7,2,20,100,15000,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1848,10.02,32,5,1,58,0,0,0,0,"Decreased",0,0,0,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1848,10.02,32,5,2,27,100,0,100,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1854,6.14,66,7,1,70.5,0,29000,0,0,"Stayed the Same",0,100,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1854,6.14,66,7,2,59,100,12000,100,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1860,3.23,27,5,1,45.5,0,22500,100,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1860,3.23,27,5,2,27,100,70000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1862,10.02,19,7,1,46,0,6000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1862,10.02,19,7,2,27,100,79500,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1889,3.23,36,7,1,67,0,30000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1889,3.23,36,7,2,34,100,0,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1906,10.02,65,6,1,29.5,0,6800,100,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1906,10.02,65,6,2,37.5,100,6000,100,0,"Don't Know",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1907,10.02,82,7,1,53,0,130200,100,0,"Stayed the Same",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1907,10.02,82,7,2,33.5,100,18000,0,0,"Don't Know",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1925,3.23,28,6,1,25.5,0,5000,100,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1925,3.23,28,6,2,35,100,60280,100,0,"Don't Know",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1954,3.23,62,7,1,64,0,108000,0,0,"Stayed the Same",2,0,0,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",1954,3.23,62,7,2,77,100,0,0,0,"Don't Know",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",258,3.23,39,8,1,74,0,1800,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",258,3.23,39,8,2,24.5,100,87000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2843,12.92,30,4,1,77,0,59000,0,0,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2843,12.92,30,4,2,71,100,0,0,0,"Decreased",2,0,0,100,0,100,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2844,12.92,86,2,1,35,0,12000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2844,12.92,86,2,2,44.5,100,12000,0,0,"Decreased",0,0,0,0,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2846,10.02,38,10,1,78,0,18000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",2846,10.02,38,10,2,70,100,10000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3024,14.54,62,6,1,42,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3024,14.54,62,6,2,38.5,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3025,15.44,45,8,1,56,0,37000,0,0,"Stayed the Same",0,100,0,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3025,15.44,45,8,2,70.5,0,0,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3028,11.16,36,5,1,72,0,65000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3028,11.16,36,5,2,46.5,0,65000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3072,3.23,23,5,1,42,0,500,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3072,3.23,23,5,2,43.5,100,174000,0,0,"Stayed the Same",1,100,0,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3074,12.92,25,3,1,44.5,0,27500,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3074,12.92,25,3,2,40,100,9600,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3075,12.92,30,5,1,42,0,138750,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3075,12.92,30,5,2,80,100,6000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3082,6.14,53,5,1,67.5,0,30500,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3082,6.14,53,5,2,71,100,111500,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3092,23.26,65,4,1,33.5,0,158600,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3092,23.26,65,4,2,26.5,100,12000,100,0,"Don't Know",0,100,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3095,12.92,57,5,1,40,0,3200,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3095,12.92,57,5,2,28.5,100,40000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3106,10.02,19,4,1,47.5,0,35000,100,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3106,10.02,19,4,2,37,100,35000,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3119,3.23,36,5,1,42,0,33200,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3119,3.23,36,5,2,62,100,30000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3122,12.92,26,4,1,45,0,10500,100,0,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3122,12.92,26,4,2,64,100,100000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3125,12.92,35,3,1,73.5,0,102500,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3125,12.92,35,3,2,55,100,19000,100,0,"Stayed the Same",1,0,0,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3131,6.14,40,8,1,24.5,0,24750,100,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3131,6.14,40,8,2,31,100,35000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3133,6.14,32,7,1,46,0,84000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3133,6.14,32,7,2,64,100,66000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3138,6.14,44,13,1,42,0,173000,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3138,6.14,44,13,2,64,100,64000,100,0,"Stayed the Same",1,0,0,100,0,0,100,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3139,3.23,23,3,1,38.5,0,33500,100,0,"Stayed the Same",0,0,0,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3139,3.23,23,3,2,44.5,0,88000,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3160,10.02,58,5,1,38.5,0,41000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3160,10.02,58,5,2,63,100,27100,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - Inner Buffer","BAJURA","male",3173,14.54,31,4,1,57,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","BAJURA"
