"Stratum","District.mid","GenderHH.mid","ID.mid","hh_wt","AgeHH.base","HHSize.base","Time","FoodConsumption","Electric","Income","Baby","Alcohol","Crime","Private","Migration","Jobs","Mobile","Crime_Increase","Crime_Decreased","PrivateSchool","GenderofHead","District"
"Build - Inner Buffer","MUGU","male",639,30.66,54,5,2,45,0,245000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",641,15.16,38,6,1,38.5,0,1800,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",641,15.16,38,6,2,38.5,0,62500,100,0,"Stayed the Same",0,0,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",643,17.91,63,4,1,69.5,0,16500,0,0,"Decreased",0,0,0,0,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",643,17.91,63,4,2,44,0,6000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",645,17.91,45,8,1,69,0,25000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",645,17.91,45,8,2,36.5,0,0,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",646,35.48,63,7,1,45,0,5100,0,0,"Decreased",0,0,0,100,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",646,35.48,63,7,2,50,0,227000,0,0,"Stayed the Same",2,0,100,100,0,0,100,"male","MUGU"
"Build - Inner Buffer","MUGU","male",647,35.48,39,10,1,30.5,0,57500,100,0,"Decreased",0,0,0,100,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",647,35.48,39,10,2,45,0,162500,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",649,10.68,26,4,1,74,0,9900,100,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",649,10.68,26,4,2,66.5,0,10000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",650,35.48,30,4,1,49.5,0,121000,0,0,"Decreased",0,0,0,100,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",650,35.48,30,4,2,45,0,36000,0,0,"Stayed the Same",1,0,100,100,0,0,100,"male","MUGU"
"Build - Inner Buffer","MUGU","male",652,10.68,35,5,1,40.5,0,20000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",652,10.68,35,5,2,31.5,0,134000,0,0,"Stayed the Same",0,100,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",654,10.68,25,4,1,50.5,0,198000,0,100,"Stayed the Same",0,0,0,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",654,10.68,25,4,2,46,0,638000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",657,15.16,53,6,1,56.5,0,1,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",657,15.16,53,6,2,66.5,0,34800,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",659,15.16,45,2,1,41.5,0,7001,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",659,15.16,45,2,2,38.5,0,34220,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",661,35.48,34,4,1,38.5,0,6000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",661,35.48,34,4,2,34.5,0,52000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",662,15.16,43,1,1,15.5,0,0,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",662,15.16,43,1,2,15.5,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",664,17.91,35,8,1,22.5,0,7000,100,0,"Decreased",0,0,0,0,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",664,17.91,35,8,2,17.5,0,0,100,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",668,15.16,33,3,1,40.5,0,72000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",668,15.16,33,3,2,42,0,119000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",673,30.66,45,8,1,75,0,2000,100,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",673,30.66,45,8,2,69,0,20000,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",674,30.66,42,7,1,38.5,0,6000,100,0,"Don't Know",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",674,30.66,42,7,2,38.5,0,12000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",675,17.91,40,7,1,17.5,0,36000,0,0,"Decreased",0,0,100,0,0,100,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",675,17.91,40,7,2,32.5,0,0,0,0,"Stayed the Same",0,0,0,0,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",679,17.91,26,5,1,49,0,11016,0,0,"Stayed the Same",0,0,0,100,0,0,0,"male","MUGU"
"Build - Inner Buffer","MUGU","male",679,17.91,26,5,2,26.5,0,60000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","MUGU"
"Build - RBG","BAJURA","female",1009,9.99,50,8,1,38.5,0,0,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1009,9.99,50,8,2,25,100,8000,0,0,"Decreased",0,100,0,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1014,9.99,55,11,1,21,0,3000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1014,9.99,55,11,2,25,100,12000,0,0,"Decreased",0,0,0,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1029,9.99,24,6,1,70,0,56200,0,0,"Decreased",1,100,100,100,0,100,100,"female","BAJURA"
"Build - RBG","BAJURA","female",1029,9.99,24,6,2,27,100,0,0,0,"Decreased",1,100,0,100,0,100,100,"female","BAJURA"
"Build - RBG","BAJURA","female",1308,12.49,42,4,1,50,0,24500,100,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1308,12.49,42,4,2,20.5,100,0,0,0,"Decreased",0,100,0,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1771,9.99,50,5,1,42,0,25000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1771,9.99,50,5,2,15.5,100,39000,100,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1773,9.99,60,7,1,65,0,7000,0,0,"Decreased",0,0,100,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1773,9.99,60,7,2,53,100,60000,0,0,"Don't Know",0,100,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1814,9.99,50,8,1,71.5,0,65500,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1814,9.99,50,8,2,23.5,100,9690,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1823,9.99,56,3,1,35.5,0,11500,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1823,9.99,56,3,2,28,100,103000,100,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1827,9.99,37,3,1,72.5,0,3000,0,0,"Decreased",0,0,100,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1827,9.99,37,3,2,40,0,60000,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1833,9.99,28,5,1,70,0,9363,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1833,9.99,28,5,2,35,100,200000,0,0,"Don't Know",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1858,9.99,30,7,1,89,0,1700,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1858,9.99,30,7,2,19.5,0,100000,0,0,"Decreased",0,100,100,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1869,9.99,69,1,1,40,0,16600,0,0,"Don't Know",0,100,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1869,9.99,69,1,2,17.5,100,55000,0,0,"Decreased",0,100,100,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1871,9.99,60,1,1,41,0,8320,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1871,9.99,60,1,2,53.5,100,26000,0,0,"Decreased",0,0,100,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1879,9.99,33,4,1,44,0,116900,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1879,9.99,33,4,2,67,100,30000,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1899,9.99,37,6,1,46,0,2600,0,0,"Decreased",0,0,100,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1899,9.99,37,6,2,62.5,100,60000,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1915,3.89,55,5,1,57.5,0,9100,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1915,3.89,55,5,2,63,0,96000,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1916,9.99,45,8,1,47,0,17000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1916,9.99,45,8,2,63,0,200000,0,0,"Don't Know",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",1938,9.99,59,10,1,77,0,250000,0,0,"Stayed the Same",1,0,100,100,0,0,100,"female","BAJURA"
"Build - RBG","BAJURA","female",1938,9.99,59,10,2,77,100,91000,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",261,9.99,37,5,1,47,0,0,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",261,9.99,37,5,2,29,100,9690,0,0,"Don't Know",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",2835,9.99,35,7,1,30.5,0,35000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",2835,9.99,35,7,2,31.5,100,359000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",2849,9.99,46,8,1,44,0,6000,100,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",2849,9.99,46,8,2,41.5,100,4000,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3011,9.99,35,5,1,78.5,0,22320,0,0,"Stayed the Same",1,100,100,100,0,0,100,"female","BAJURA"
"Build - RBG","BAJURA","female",3011,9.99,35,5,2,63.5,0,132500,0,0,"Decreased",0,100,100,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3068,9.99,50,11,1,39.5,0,6000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3068,9.99,50,11,2,26.5,100,27900,100,0,"Stayed the Same",0,0,0,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3071,9.99,24,6,1,28,0,12000,0,0,"Stayed the Same",1,0,100,100,0,0,100,"female","BAJURA"
"Build - RBG","BAJURA","female",3071,9.99,24,6,2,69.5,100,73500,0,0,"Stayed the Same",2,0,100,100,0,0,100,"female","BAJURA"
"Build - RBG","BAJURA","female",3080,9.99,42,4,1,32,0,29900,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3080,9.99,42,4,2,67,100,102950,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3101,9.99,30,4,1,49,0,6300,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3101,9.99,30,4,2,65.5,100,56000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3107,9.99,40,8,1,45.5,0,65000,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3107,9.99,40,8,2,32.5,100,72000,0,0,"Stayed the Same",1,0,100,0,0,0,100,"female","BAJURA"
"Build - RBG","BAJURA","female",3109,9.99,25,4,1,38.5,0,22500,100,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",3109,9.99,25,4,2,34,100,30000,100,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",846,9.99,55,2,1,44,0,10900,0,0,"Stayed the Same",0,0,100,0,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",846,9.99,55,2,2,63.5,0,46000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",855,12.49,30,6,1,70,0,26500,100,0,"Decreased",0,0,100,0,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",855,12.49,30,6,2,32.5,0,0,0,0,"Stayed the Same",0,100,0,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",881,9.99,45,8,1,72,0,17300,100,0,"Stayed the Same",0,100,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",881,9.99,45,8,2,20,100,30000,0,0,"Decreased",0,0,100,100,0,100,0,"female","BAJURA"
"Build - RBG","BAJURA","female",884,9.99,31,4,1,73,0,2400,0,0,"Stayed the Same",0,0,100,100,0,0,0,"female","BAJURA"
"Build - RBG","BAJURA","female",884,9.99,31,4,2,66,100,41000,100,0,"Decreased",1,0,100,100,0,100,100,"female","BAJURA"
"Build - RBG","BAJURA","male",10086,9.99,42,7,1,42,0,32700,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",10086,9.99,42,7,2,50,0,96000,0,NA,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1010,9.99,60,7,1,80,0,113900,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1010,9.99,60,7,2,23.5,100,60000,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1016,9.99,31,9,1,59.5,0,33000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1016,9.99,31,9,2,39.5,100,70000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1017,9.99,22,3,1,42,0,4363,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1017,9.99,22,3,2,27,100,180000,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1019,9.99,30,5,1,42,0,83371,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1019,9.99,30,5,2,33,100,40000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1025,9.99,41,9,1,51,0,212000,0,0,"Stayed the Same",3,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1025,9.99,41,9,2,21,100,29000,0,0,"Decreased",2,0,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1027,9.99,67,10,1,46,0,160200,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1027,9.99,67,10,2,60,100,180000,100,0,"Decreased",1,100,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1028,9.99,36,8,1,57,0,37300,0,100,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1028,9.99,36,8,2,31,100,204000,0,0,"Decreased",1,0,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1297,9.99,59,8,1,43,0,217700,0,0,"Decreased",2,0,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1297,9.99,59,8,2,55,100,120000,0,0,"Decreased",1,100,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1298,9.99,58,7,1,70,0,10200,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1298,9.99,58,7,2,27,100,0,100,0,"Decreased",1,0,0,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1299,9.99,45,7,1,48,0,67800,100,0,"Decreased",0,100,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1299,9.99,45,7,2,27,100,72000,0,0,"Decreased",0,100,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1300,9.99,22,7,1,54,0,47100,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1300,9.99,22,7,2,21,100,60000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1770,9.99,62,6,1,44.5,0,26000,100,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1770,9.99,62,6,2,30.5,100,55000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1772,9.99,45,6,1,73,0,45500,0,0,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1772,9.99,45,6,2,54.5,100,77000,100,0,"Stayed the Same",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1774,9.99,21,3,1,70,0,5400,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1774,9.99,21,3,2,39,0,51580,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1780,9.99,18,3,1,45.5,0,1700,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1780,9.99,18,3,2,28,100,76000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1785,9.99,32,7,1,74,0,20802,100,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1785,9.99,32,7,2,64,0,57000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1790,9.99,28,9,1,77,0,83100,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1790,9.99,28,9,2,74,0,61500,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1791,9.99,27,6,1,68.5,0,13800,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1791,9.99,27,6,2,44.5,0,62000,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1792,9.99,32,3,1,54,0,1600,0,0,"Stayed the Same",1,100,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1792,9.99,32,3,2,84,0,90000,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1793,9.99,65,3,1,54,0,2800,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1793,9.99,65,3,2,46.5,0,60000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1794,9.99,78,5,1,79,0,11700,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1794,9.99,78,5,2,52,0,62000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1797,9.99,55,7,1,73.5,0,2400,0,0,"Decreased",0,100,100,0,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1797,9.99,55,7,2,33,0,50000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1798,9.99,35,6,1,49.5,0,10100,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1798,9.99,35,6,2,28.5,0,80000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1805,14.27,45,8,1,46.5,0,90457,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1805,14.27,45,8,2,70.5,0,83000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1822,9.99,40,8,1,73,0,500,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1822,9.99,40,8,2,23.5,100,0,0,0,"Decreased",0,0,0,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1825,9.99,65,9,1,70,0,102363,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1825,9.99,65,9,2,53,100,50700,100,0,"Don't Know",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1826,9.99,39,11,1,77,0,104363,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1826,9.99,39,11,2,62,100,249200,0,0,"Don't Know",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1830,9.99,22,4,1,28.5,0,31000,100,0,"Stayed the Same",2,100,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1830,9.99,22,4,2,71,100,45000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1832,14.27,35,7,1,47,0,35000,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1832,14.27,35,7,2,27,100,80000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1835,9.99,50,7,1,42,0,46800,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1835,9.99,50,7,2,33,100,42000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1843,12.49,26,5,1,47.5,0,2000,0,0,"Decreased",0,0,100,0,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1843,12.49,26,5,2,21,100,50000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1851,14.27,58,9,1,70,0,27500,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1851,14.27,58,9,2,47,100,49500,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1867,9.99,42,3,1,45,0,1600,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1867,9.99,42,3,2,33,0,75000,0,0,"Decreased",0,0,100,0,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1870,9.99,36,5,1,42,0,1200,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1870,9.99,36,5,2,44,0,84800,100,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1872,9.99,40,9,1,75,0,33200,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1872,9.99,40,9,2,21,100,50000,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1873,9.99,25,6,1,70,0,28200,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1873,9.99,25,6,2,59,100,36000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1875,9.99,48,1,1,42,0,1600,0,0,"Stayed the Same",0,100,100,0,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1875,9.99,48,1,2,21,0,300000,0,0,"Decreased",0,100,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1878,9.99,26,5,1,38.5,0,12000,100,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1878,9.99,26,5,2,17,100,56000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1883,9.99,32,4,1,68,0,20100,0,0,"Decreased",0,0,100,100,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1883,9.99,32,4,2,40.5,0,70000,0,0,"Don't Know",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1890,9.99,45,6,1,34.5,0,32400,0,0,"Stayed the Same",0,100,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1890,9.99,45,6,2,47,100,60000,0,0,"Decreased",1,0,100,100,0,100,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1893,9.99,33,9,1,44,0,46700,0,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1893,9.99,33,9,2,67,100,100000,0,0,"Don't Know",1,0,100,100,0,0,100,"male","BAJURA"
"Build - RBG","BAJURA","male",1896,14.27,32,6,1,58,0,24008,100,0,"Stayed the Same",0,0,100,100,0,0,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1896,14.27,32,6,2,49,100,60050,0,0,"Decreased",0,0,100,0,0,100,0,"male","BAJURA"
"Build - RBG","BAJURA","male",1900,9.99,57,8,1,45.5,0,27300,0,0,"Stayed the Same",0,0,100,0,0,0,0,"male","BAJURA"
